Evidence ID,Source Module,Source Zip (Inventory),Manifest Name,Category,Present In Source Zip,Also In addons_extra.zip,Preliminary Classification,Classification Rule,Status
PS04-MOD-0686,l10n_my,02 OTHER.zip,Malaysia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0687,l10n_my_edi,02 OTHER.zip,Malaysia - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0688,l10n_my_edi_pos,02 OTHER.zip,Malaysia - E-invoicing (POS),Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0689,l10n_my_hr_payroll,02 OTHER.zip,Malaysia - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0690,l10n_my_hr_payroll_account,02 OTHER.zip,Malaysia - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0691,l10n_my_reports,02 OTHER.zip,Malaysia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0692,l10n_my_ubl_pint,02 OTHER.zip,Malaysia - UBL PINT,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0693,l10n_mz,02 OTHER.zip,Mozambique - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0694,l10n_mz_reports,02 OTHER.zip,Mozambique - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0695,l10n_ne,02 OTHER.zip,Niger - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0696,l10n_ne_reports,02 OTHER.zip,Niger - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0697,l10n_ng,02 OTHER.zip,Nigeria - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0698,l10n_ng_reports,02 OTHER.zip,Nigeria - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0699,l10n_nl,02 OTHER.zip,Netherlands - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0700,l10n_nl_hr_payroll,02 OTHER.zip,Netherlands - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0701,l10n_nl_hr_payroll_account,02 OTHER.zip,Netherlands - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0702,l10n_nl_intrastat,02 OTHER.zip,Netherlands Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0703,l10n_nl_reports,02 OTHER.zip,Netherlands - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0704,l10n_no,02 OTHER.zip,Norway - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0705,l10n_no_reports,02 OTHER.zip,Norway - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0706,l10n_no_saft,02 OTHER.zip,Norwegian Standard Audit File for Tax,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0707,l10n_nz,02 OTHER.zip,New Zealand - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0708,l10n_nz_eft,02 OTHER.zip,EFT Batch Payment,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0709,l10n_nz_reports,02 OTHER.zip,New Zealand - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0710,l10n_om,02 OTHER.zip,Oman - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0711,l10n_om_reports,02 OTHER.zip,Oman - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0712,l10n_pa,02 OTHER.zip,Panama - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0713,l10n_pe,02 OTHER.zip,Peru - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0714,l10n_pe_edi,02 OTHER.zip,EDI for Peru,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0715,l10n_pe_edi_pos,02 OTHER.zip,Peruvian Localization for the Point of Sale,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0716,l10n_pe_edi_stock,02 OTHER.zip,Peruvian - Electronic Delivery Note,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0717,l10n_pe_pos,02 OTHER.zip,Peruvian - Point of Sale with Pe Doc,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0718,l10n_pe_reports,02 OTHER.zip,Peru - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0719,l10n_pe_reports_lib,02 OTHER.zip,Peru - Inventory and Balance Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0720,l10n_pe_reports_stock,02 OTHER.zip,Peru - Stock Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0721,l10n_ph,02 OTHER.zip,Philippines - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0722,l10n_ph_check_printing,02 OTHER.zip,Philippines Checks Layout,Accounting/Localizations/Check,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0723,l10n_ph_reports,02 OTHER.zip,Philippines - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0724,l10n_pk,02 OTHER.zip,Pakistan - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0725,l10n_pk_hr_payroll,02 OTHER.zip,Pakistan - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0726,l10n_pk_hr_payroll_account,02 OTHER.zip,Pakistan - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0727,l10n_pk_reports,02 OTHER.zip,Pakistan - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0728,l10n_pl,02 OTHER.zip,Poland - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0729,l10n_pl_edi,02 OTHER.zip,Polish E-Invoicing FA(3),Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0730,l10n_pl_hr_payroll,02 OTHER.zip,Poland - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0731,l10n_pl_hr_payroll_account,02 OTHER.zip,Poland - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0732,l10n_pl_intrastat,02 OTHER.zip,Polish Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0733,l10n_pl_reports,02 OTHER.zip,Poland - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0734,l10n_pl_reports_account_saft,02 OTHER.zip,Poland - SAFT Income Tax Report (JPK KR PD),Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0735,l10n_pl_reports_jpk_fa,02 OTHER.zip,Poland - JPK FA Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0736,l10n_pl_reports_pos_jpk,02 OTHER.zip,Poland - JPK_VAT PoS Enterprise,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0737,l10n_pt,02 OTHER.zip,Portugal - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0738,l10n_pt_intrastat,02 OTHER.zip,Portuguese Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0739,l10n_pt_reports,02 OTHER.zip,Portugal - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0740,l10n_qa,02 OTHER.zip,Qatar - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0741,l10n_ro,02 OTHER.zip,Romania - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0742,l10n_ro_cpv_code,02 OTHER.zip,Romania - CPV Code,Hidden,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0743,l10n_ro_edi,02 OTHER.zip,Romania - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0744,l10n_ro_edi_stock,02 OTHER.zip,Romania - E-Transport,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0745,l10n_ro_edi_stock_batch,02 OTHER.zip,Romania - E-Transport Batch Pickings,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0746,l10n_ro_hr_payroll,02 OTHER.zip,Romania - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0747,l10n_ro_hr_payroll_account,02 OTHER.zip,Romania - Payroll with Accounting,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0748,l10n_ro_intrastat,02 OTHER.zip,Romania - Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0749,l10n_ro_reports,02 OTHER.zip,Romania - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0750,l10n_ro_saft,02 OTHER.zip,Romanian SAF-T Export,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0751,l10n_ro_saft_import,02 OTHER.zip,Romania - SAF-T Import,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0752,l10n_ro_saft_stock,02 OTHER.zip,Romanian SAF-T Export (Stocks),Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0753,l10n_rs,02 OTHER.zip,Serbia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0754,l10n_rs_edi,02 OTHER.zip,Serbia - eFaktura E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0755,l10n_rs_reports,02 OTHER.zip,Serbia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0756,l10n_rw,02 OTHER.zip,Rwanda - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0757,l10n_rw_reports,02 OTHER.zip,Rwanda - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0758,l10n_sa,02 OTHER.zip,Saudi Arabia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0759,l10n_sa_edi,02 OTHER.zip,Saudi Arabia - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0760,l10n_sa_edi_pos,02 OTHER.zip,Saudi Arabia - E-invoicing (Simplified),Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0761,l10n_sa_hr_payroll,02 OTHER.zip,Saudi Arabia - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0762,l10n_sa_hr_payroll_account,02 OTHER.zip,Saudi Arabia - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0763,l10n_sa_pos,02 OTHER.zip,Saudi Arabia - Point of Sale,Accounting/Localizations/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0764,l10n_sa_reports,02 OTHER.zip,Saudi Arabia - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0765,l10n_sa_withholding_tax,02 OTHER.zip,Saudi Arabia - Withholding Tax,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0766,l10n_se,02 OTHER.zip,Sweden - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0767,l10n_se_bban,02 OTHER.zip,BBAN Plusgiro Bankgiro,Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0768,l10n_se_pos,02 OTHER.zip,Sweden Registered Cash Register,Sales/Point Of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0769,l10n_se_reports,02 OTHER.zip,Sweden - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0770,l10n_se_returns,02 OTHER.zip,Sweden - Accounting Returns,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0771,l10n_se_sie4_export,02 OTHER.zip,Sweden - SIE 4 Export,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0772,l10n_se_sie4_import,02 OTHER.zip,Sweden - SIE 4 Import,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0773,l10n_se_sie_import,02 OTHER.zip,Sweden - SIE 5 Import,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0774,l10n_sg,02 OTHER.zip,Singapore - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0775,l10n_sg_reports,02 OTHER.zip,Singapore - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0776,l10n_sg_ubl_pint,02 OTHER.zip,Singapore - UBL PINT,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0777,l10n_si,02 OTHER.zip,Slovenian - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0778,l10n_si_intrastat,02 OTHER.zip,Slovenian Intrastat Declaration,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0779,l10n_si_reports,02 OTHER.zip,Slovenia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0780,l10n_sk,02 OTHER.zip,Slovak - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0781,l10n_sk_hr_payroll,02 OTHER.zip,Slovakia - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0782,l10n_sk_hr_payroll_account,02 OTHER.zip,Slovakia - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0783,l10n_sk_reports,02 OTHER.zip,Slovakia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0784,l10n_sn,02 OTHER.zip,Sénégal - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0785,l10n_sn_reports,02 OTHER.zip,Sénégal - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0786,l10n_syscohada,02 OTHER.zip,OHADA - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0787,l10n_syscohada_reports,02 OTHER.zip,OHADA (révisé) - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0788,l10n_td,02 OTHER.zip,Tchad - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0789,l10n_td_reports,02 OTHER.zip,Tchad - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0790,l10n_test_pos_qr_payment,02 OTHER.zip,POS QR Tests,Sales/Point of Sale,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0791,l10n_test_website_sale,02 OTHER.zip,Test - Ecommerce & Accouting Localizations,Hidden,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0792,l10n_tg,02 OTHER.zip,Togo - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0793,l10n_tg_reports,02 OTHER.zip,Togo - Accounting Reports,,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0794,l10n_th,02 OTHER.zip,Thailand - Accounting,Accounting/Localizations/Account Charts,YES,NO,THAILAND-LOCALIZATION-PRIORITY,module name prefix l10n_th,OBSERVED
PS04-MOD-0795,l10n_th_reports,02 OTHER.zip,Thailand - Accounting Reports,Accounting,YES,NO,THAILAND-LOCALIZATION-PRIORITY,module name prefix l10n_th,OBSERVED
PS04-MOD-0796,l10n_tn,02 OTHER.zip,Tunisia - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0797,l10n_tn_reports,02 OTHER.zip,Tunisia - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0798,l10n_tr,02 OTHER.zip,Türkiye - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0799,l10n_tr_hr_payroll,02 OTHER.zip,Türkiye - Payroll,Human Resources/Payroll,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0800,l10n_tr_hr_payroll_account,02 OTHER.zip,Türkiye - Payroll with Accounting,Human Resources,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0801,l10n_tr_nilvera,02 OTHER.zip,Türkiye - Nilvera,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0802,l10n_tr_nilvera_base_vat,02 OTHER.zip,Türkiye - Nilvera/Base VAT,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0803,l10n_tr_nilvera_edispatch,02 OTHER.zip,Türkiye - e-Irsaliye (e-Dispatch),Accounting/Localizations,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0804,l10n_tr_nilvera_einvoice,02 OTHER.zip,Türkiye - Nilvera E-Invoice,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0805,l10n_tr_nilvera_einvoice_extended,02 OTHER.zip,Türkiye - Nilvera E-Invoice Extended,Accounting/Accounting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0806,l10n_tr_reports,02 OTHER.zip,Türkiye - Accounting Reports,Accounting/Localizations/Reporting,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0807,l10n_tw,02 OTHER.zip,Taiwan - Accounting,Accounting/Localizations/Account Charts,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0808,l10n_tw_edi_ecpay,02 OTHER.zip,Taiwan - E-invoicing,Accounting/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
PS04-MOD-0809,l10n_tw_edi_ecpay_website_sale,02 OTHER.zip,Taiwan - E-invoicing Ecommerce,Website Sale/Localizations/EDI,YES,NO,FOREIGN-LOCALIZATION-CANDIDATE,module name prefix l10n_ (non-Thai),OBSERVED
